mes	dia	anio	salta	lomitas	iguazu	corrientes	posadas	rioja	ceres	paso	sauce	parana	caseros	mendoza	reynolds	rosario	guale	laboulaye	pehuajo	junin	ezeiza	starosa	neuquen	bblanca	esquel	gallegos
5	23	1972	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	1.2	0	0.4	0	0	0	0	0
5	24	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.4	0.3
5	25	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
5	26	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
5	27	1972	0	0.5	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	5.5	0
5	28	1972	0	0	0	2.4	0.4	0	0	12.2	0	0	4.9	0	0	0	0	0	0	0	0	0	0.3	1.3	0	0
5	29	1972	0	0	0	0.6	0.4	0	0.5	60.8	0	0.3	5.6	0	0	0	0	0	0	0	0	0	2.4	0	8	0
5	30	1972	0	0	0	6	0	0	0.2	15	0.4	1	17	0	0	0.2	0	0	0	2.2	3.7	0	0	0	9.8	0
5	31	1972	0	0	0	0	0	0	0	0.8	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0
6	1	1972	0	0	0	0	29.6	0	0	0	0	0	4	0	0	0	0	0	0.8	0	0.1	0	0	5.2	0	1.8
6	2	1972	0	0	21.5	0	8.1	0	0	13	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0.9
6	3	1972	0	0.8	85.3	2.8	19.5	0	0.2	0.6	0.2	0	0	0	0	0	1.5	0	0	0	0	0	4.1	3	0	0
6	4	1972	0	0	0	32.5	20.5	0	1.8	2.7	0	0	2.9	0	0	0	0	0	0	0	0	0	0.7	0.6	0	0
6	5	1972	0	0	29	0.8	79.3	0	7.1	3.6	2.3	1.4	1.5	0	0	17.5	1	1.3	13.9	6.4	2	2.7	0	4.5	0.5	0
6	6	1972	0	0	0	0	0	0	0.6	2.4	0.8	0	0	0	0	0.5	0	0	0.4	9.5	9.5	0.4	0	3	20	0
6	7	1972	0	0	0	0.2	0.2	0	0	0	0.2	0	0.8	0	0	1	0	0.2	1.5	6.2	1.6	0	0	4.1	10.2	0
6	8	1972	0	0	36.5	3.1	69.6	0	2.8	4	0	0	0	0	1	0	0	0.3	0.3	0	0	0	0	0	0	0
6	9	1972	0	0	24.2	46.6	24.5	0	2.6	0	3.4	2.3	6.8	1	5.1	48.8	45.9	4	6.9	16.7	29.9	7.4	12.3	0	2.4	0
6	10	1972	0	0	12	0.9	33.6	1.9	0.2	3.5	1.4	0	0.6	0.3	1	0	3.8	1.9	0.2	1	0	0.4	15	0	1	0
6	11	1972	0	0	2.8	0.7	3.4	0.5	1.1	0	2.2	0	3.8	0	0.2	1.4	0.1	0.8	0	1	0.2	0.1	6.7	6.5	6.5	0
6	12	1972	0	1	3.6	0.2	1.8	0	0.7	0	0.6	0.5	0.1	0	0	0.2	1.8	1	0.5	0	0.3	0.4	6.4	0	7	0.5
6	13	1972	0	0	0	0	0	0	1.2	1	4.7	14	4	0	0	5.7	9.1	2	0.6	7.2	8.3	9.3	1.3	15.3	0	0.4
6	14	1972	0	0	0	0.3	0	0	0	6	38.5	13.1	24.6	0	0	37.6	53.1	1.4	23.6	11.3	56.5	0	0	16.9	0	0
6	15	1972	0.4	76.7	0	41.9	17.4	0	0.1	35	0	0	22.2	0	0	0	1.2	0	0	0	0	0	0	0	2.6	2
6	16	1972	0	0.2	13.8	0	22.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
6	17	1972	0	0	1.5	0	20.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.8	0
6	18	1972	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4
6	19	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	20	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7	0
6	21	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.8	0
6	22	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5	0
6	23	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.7	1
6	24	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	4.4	0.3
6	25	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	1	1
6	26	1972	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	27	1972	0	0	0	0	0	0	0.7	3	0	0	1	0	0	0.2	0	0	0	6	2.2	0	0	0	0	2.8
6	28	1972	0	0	0	0	37.2	0	0.2	40	0	0	0.1	0	0	0	1	0	0	0	0	0	1	0	0	0
6	29	1972	0	0	0	0	0	0.4	1.5	0	1.8	1.6	0.8	0	0.7	0.4	1.6	1.2	0	1.9	4.5	0	3.1	0	0	0
6	30	1972	0	0	0	0	0	0.7	0.9	8.6	1.4	0.4	2.1	0	3.3	0.3	1.4	1.5	4.7	1.8	8.4	1.9	10.6	4.4	0	0
7	1	1972	0	0.2	0	0.1	0	0.7	2.1	0	1	1.4	0.2	0	0	0.7	0.8	0	1.9	0	1.8	2.5	3	3.4	0	0
7	2	1972	0	0.2	0	0	0	0	0.9	0	0.6	1.4	1.5	0	0	0	4.4	0	1.8	0	0	0	0	4.4	0	0
7	3	1972	0	0.6	0	3	0	0	0	10.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	4	1972	0	0	3	0.2	3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	22.2	3
7	5	1972	0	0	0	0	17.1	0	1.8	0	0.6	1.6	0	4.6	0	1.5	1.3	0	0.2	0	0	0	0.8	0	1	0
7	6	1972	0	2.4	25.5	6.7	22.4	2	1.4	18.6	1.3	2.2	25.7	1.2	0	0.5	8	0	0	0	0.1	0	0	0	0	0
7	7	1972	0	0	2.5	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3
7	8	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.2	0	0
7	9	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	10	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
7	11	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
7	12	1972	0	0	6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6
7	13	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0.6
7	14	1972	0	0	68	2.1	7.3	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0
7	15	1972	0	0	3	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	16	1972	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	17	1972	0	0	0	0	9.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	18	1972	0	3.8	0	5	2.3	0	0.4	1.2	3	5.6	23.2	0	4.2	2	1.5	0.5	0	0	0	0	0	0	1.9	0
7	19	1972	0	0	0	0	2.6	0	0.8	0	20.6	10.4	0.2	1.2	1	18.2	60.9	10.2	0.3	42.7	94.5	0	0	0	0.5	0
7	20	1972	0	0	1.5	4.2	0.1	0	15.6	53	15.2	10.6	57.8	0.4	0	4.6	4.8	0	0	0	0.3	0	0	0	9	0
7	21	1972	1.1	2.2	21.2	11.6	16.3	0	0	44.8	0	0	28.5	0	0	0	1.3	0	0	0	0	0	0	0	10.4	0
7	22	1972	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2	0
7	23	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
7	24	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	25	1972	0	0	23.7	0	37.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	26	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	1.2	0
7	27	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.6	7.4
7	28	1972	0	10.5	0	0	0	0	0.2	17	0	0	9.8	0	0	0	6	0	0	0	0	0	0	0	0	0
7	29	1972	0	0	0	0	0	0	0.2	27	0	0	3	0	0	0	0	0	0.7	0	0	0	0	0	0	0
7	30	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	1
7	31	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0
8	1	1972	0	0	0	0	4.2	0	0	0	0	0	6	0	0	16.2	9	0	0.6	1.9	1.7	0	0	0	0	0
8	2	1972	0.7	0	0	0	3.5	1.4	0	15	0	0	6.1	0	0	0	0	0	0	0	0	0	0.4	0	0	0
8	3	1972	0	0.5	7.5	0.3	17.8	0	0	3.6	0	0	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0
8	4	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	5	1972	0	0	8.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4	0
8	6	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	9	1
8	7	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0.7
8	8	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	9.6	0.7
8	9	1972	0	0	0	0	0	0	0	1	0	0	12.5	0	0	0	0	0	0.7	0	0	0	0	0	0	7.8
8	10	1972	0	0	0	0	0	0	0	21	0	0	144.5	0	0	0	1	0.4	0	0	0	0	0.3	0	0	0
8	11	1972	0	16.6	64.5	0	69.4	0	0.7	8	0.3	0.8	13.7	0	0	12.1	0.6	0.7	3	7.4	0.4	3	0.5	1.1	0	1
8	12	1972	0	0	0	0	1.7	0	0	0	0	0.1	1.5	0	0	0.4	0.3	0	0	0	1.7	0	0.1	0.4	7.8	0
8	13	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	19.7	0
8	14	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	3.2	3.2
8	15	1972	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0.9	0	0	0	12.7	0	0.3	4.7	7.5	0
8	16	1972	0	0	0	0	0	0	0	11.5	0.6	0.8	3.8	0	0	0	9.2	0	0	0	0.4	0	0	0	0	0
8	17	1972	0	0	0	12.1	1.2	0	1.5	13.3	0.8	16.8	7.2	0	0	0.7	45.1	0.4	0	1	8.3	0	16.5	0	4	0
8	18	1972	0	0	0	4.4	4.1	0	0.2	5	4.4	0.4	5.6	5.2	32.7	5.9	13.7	20.2	7.3	7.2	30.6	5.8	0	0	0	0
8	19	1972	0	0	30.6	2	13.9	0	0	6	0.5	0.2	0	0.2	1.7	0	0.2	1.8	1.5	0.9	3.7	13.6	0	5.3	0	0
8	20	1972	0	0	20.5	0.4	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0
8	21	1972	0	0	39	0	9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	22	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	23	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0
8	24	1972	0	0	17.5	10.8	68.4	0	0	2	0	0	0.6	6.6	10	0	0.4	0	0	0	0	0	0	0.4	0	0
8	25	1972	0	1.7	13.4	6.4	31.7	0	5	10.5	21.1	16.5	0.1	1.3	27	12.3	0	10	0.1	2.2	0	3.3	0	0	0	0
8	26	1972	0	2	41	6.2	4.8	0	13.3	19.2	15.5	12.2	0.6	0	33	61.8	0	12.4	7.6	16.5	7	5.1	0	0	0	1.1
8	27	1972	0	0	62.7	3.5	8.3	0	0	12	7.4	5.4	7.2	0	0	3.5	16.3	4.9	0.3	4.6	8.3	0	0	0	0.4	0
8	28	1972	0	0	1	0	0	3	1.5	0.1	0.3	0.4	0	1.5	6.7	0	0.1	0	0	1.3	1.1	0	0	0	0	0
8	29	1972	0	0	0	0	0.3	0	0	1	0	0.7	5.3	0	0	0	1.1	0.6	0	3	0.8	0	0	2.8	0	1.3
8	30	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0.3	0	0	2.3	0	0.1
8	31	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	0
9	1	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	2	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	3	1972	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	4	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	5	1972	0	0	1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	6	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	20.5	0	1.9	0.8	16.5	55.2	0	0	0	0	1.1
9	7	1972	0.6	0	0	0	0	0.5	23.4	0	6.4	6	0	0	0	0	0.8	0	0	0	0.3	0	0	0	0	0
9	8	1972	0	0	0	0	16.5	12	53.9	33	43.1	37.6	19.8	0	10	76.5	26.9	0.4	0	0.1	2.3	0	0	0	0	2.7
9	9	1972	0	0	20	0	0	0	0	5	0.3	0	0	0	0	1.8	0.1	0.5	0	0.1	2.3	0	0	0	5	6.4
9	10	1972	0	0	5.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.2	0.4
9	11	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3
9	12	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.1	0	0	0	0	0	0
9	13	1972	0	0	12.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	9	0	0	0.5
9	14	1972	0	0	0	0	0	0	3.4	0	12.8	6.4	0	1	0	2.8	1.4	0	16.9	0	0	12.8	7	14	0	0
9	15	1972	0	0	0	0	0	0	29.7	0	97.2	132.9	2.3	1	20.5	65.8	121.6	19.8	44.4	36.2	17.8	2.3	2.5	5.7	0	0.1
9	16	1972	0	0	16.6	18.8	47.4	0	33.8	14.1	43.6	38.2	10.6	0	9	53.2	50.5	7.8	43.5	11.9	24.9	0	0.1	12	1.2	0
9	17	1972	0	0	57.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
9	18	1972	0	0	0	0	14.4	0	0	7	0	0	22.6	0	2	0	0	4.8	8	2.3	0.3	10.9	0	5.5	2	0
9	19	1972	0	35	20	14.5	98.5	0	0	47.4	0	0	21.8	0	0	0	0	0	0	0	0	0	0	0	0	0
9	20	1972	0	2.8	3	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	21	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2
9	22	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
9	23	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	24	1972	0	0	0.5	0	0	0	4.6	0	12.4	22.4	0	0	2.4	14.6	0	24.3	40.1	15.4	0	3	0	31.2	0	0
9	25	1972	0	0	23.7	7.6	78.5	0	1.9	6.3	2.6	3.5	17	0	0	2.4	8.6	0	0	0	2.8	0	0	0	0	0
9	26	1972	2.1	2	70.8	0.5	24.3	0	0.8	1	0	0	5.4	0	0	0	0	0	0	0	0	0	0	0	0	0
9	27	1972	0	1	11.3	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4
9	28	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	29	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
9	30	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
10	1	1972	0	0	15.8	0	2.5	0	0	0	0	0	0	0	0	0	6.4	0	0	0	0	0	0	0	1.8	0.2
10	2	1972	0	0	8.8	0	8.6	0	0	0	0	0	0	0	0	0	13.4	0	0	0	0	0	0	0	0	2.7
10	3	1972	0	0	8.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0.3	0	0	0	0	1.5	0
10	4	1972	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	5	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	6	1972	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0
10	7	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	0	0
10	8	1972	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0
10	9	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0
10	10	1972	0	0	0	0	0	0	0	0	0	0	0	0	1.8	5	7.7	16.2	0.7	0.3	0	0	0	0	0	0
10	11	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	6.2	0	2.2	0.5	0	0
10	12	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	25	11.9	18	1.7	7.4
10	13	1972	0	22.8	23	48.3	62.4	0	3	1	1.8	0	0	0	0	0.3	0	0.3	0.8	3	0.9	0	0	0	0	9
10	14	1972	0	0	14.6	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	15	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.9	0	0
10	16	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3
10	17	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	15	0	0
10	18	1972	0	0	0	0	0	0	8	0	24.5	51.2	0	0	0	19	19.6	0	0.1	0	16.3	6.2	0	11.4	2.1	0
10	19	1972	0	0	0	69.2	0.5	0	63.9	25.4	0	5.1	39.8	0	0	0	0	0	0	0	0	0.3	0	4.4	0	0.1
10	20	1972	0	0	0	34.7	74	0	0	7	0	0	3.1	0	0	0	0	1.5	3	0	0	0.3	0	3	2.8	0
10	21	1972	0.5	12.5	19.3	5.1	11.4	0	0	0	0	0	0	0	0	28.4	8.2	0	0	0.4	0	0	0	0	0	0
10	22	1972	16.8	0	4.3	7	15.9	0.8	1.1	17	0	0	0.8	0	1.6	0	0.5	0	0	0	0	0	0	0	0	0
10	23	1972	0	0	0	0.3	0	0	28.6	18	0	0	6.5	3	2.7	52.8	16.4	7.3	38.1	35.3	10.8	0.5	0	0	0	0.1
10	24	1972	2.5	0	0	0	0	0	4.8	40	0	0	12.9	0	0	0	0	0	0	0	0	0.3	0	0	0	0.6
10	25	1972	0	0	0	0	0	0	9.5	1	18.6	16.9	12	0	0	54	71.8	8.1	51.3	7.6	16.4	4.8	0.1	8.1	0	4.1
10	26	1972	0	0	0	10.4	0	0	0	32	0.5	1.2	34.2	0	0	0	0.7	0	0	0	0.3	0	0	0	2.5	0
10	27	1972	0	0	6.5	8	9.5	0	0	7.3	0	0	0.8	0	0	0	0	0	0.7	0	0.7	0	0	0.6	0	0
10	28	1972	0	0	15.4	0.6	10.1	0	0.4	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
10	29	1972	0	0	1	0	0.4	0	0	22.6	0	0	2.9	0	0	0	0	0	0	0	0	0	0	0.8	2	0
10	30	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.1	0	0	0	0	0	0	2.6	0
10	31	1972	0	0	0	0	14.7	0	32.8	35.5	15.3	10.4	41.6	0	0	12.3	12.4	5.9	0	13.6	19.9	0	0.3	0	0	0.1
11	1	1972	0	0	36	0.3	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	2	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	3	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	4	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	5	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	6	1972	0	0	0	24.4	0	0	35.5	1	8.5	28.7	9	0	14.8	38.4	10.2	55.3	7.3	26.6	0	22.2	0.1	0	0	0
11	7	1972	0	0	58.6	52.2	45.2	0	14.1	50	6	1	24.6	0	1.4	0	0	0	0	0	0	0	0.4	0	0	1
11	8	1972	0	2.5	1.5	4.6	0	0	5.5	0	0	0	0	3.2	54.4	0	0	18.5	1.6	1.1	0	32.2	7.7	2.8	0	2.1
11	9	1972	0	0.5	0	0	0	0	54	11	37.3	76.9	42	2	0	22.2	29.9	42.4	50.9	16	18.2	39.9	0	16.5	0	0.6
11	10	1972	0	3	36.7	0	12.2	0	0	0	0	0	0	0	0	0	1.1	0	0.1	0	0	0	0	0	0	0
11	11	1972	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9	0	2	5.6	0	0	1.8	0
11	12	1972	0	6.1	0	30	7.2	0	3.5	1	0	0	0	0	8.3	0	0	0	0	0	0	0	0	0	0	0
11	13	1972	0	0.2	22	0.6	22.3	0	0	0	0	0	0	0.3	32	0	0	15	0	0	0	5.4	7.2	9	17.3	0
11	14	1972	0	1.8	0	0.7	0	42.9	1.9	0	2.5	2.2	0	2.3	10	0.7	0	43.5	0.1	0	0	69.8	9.9	5	25.8	0
11	15	1972	0.2	1.2	26	0	4.1	1.8	0	0	0	0	0	13	20	0	0	0.8	0	0	0	9.9	8.3	0	1	0
11	16	1972	1	0	0	0	0	0.3	0	0	0.5	0	0	0.1	49.5	6	0	24.2	3.1	10	28.9	0	0	0	0	0
11	17	1972	1.7	0.2	31.2	1.1	2.5	0	0	2	0.5	0.5	0	0	0	5	0.4	0	0.9	1.5	15.1	0	0	0	0	0
11	18	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0
11	19	1972	12.8	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	16	0	0	0	0	0
11	20	1972	1.6	0	0	0	0	4.2	0	0	0	0	0	9.2	0	0	0	0	0	0	0	0	0	0	0	0
11	21	1972	0	0	0	0	0	1.6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.5
11	22	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	23	1972	0	0	0	6.3	0	0	14.3	0	0	0	0	16.7	3.3	0	0	10	0	0	0	25.5	3.5	0.6	0	0
11	24	1972	0	11	36.5	18.3	63.5	0	41	15	19.8	18.4	19.3	0	4.7	3.2	13.2	17.2	14	1.2	6.8	12	0	3	0	0
11	25	1972	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	2	0	0	0	0.3	0	0	0	1	0
11	26	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1
11	27	1972	0	0	0	0	0	0	0	0	4.4	0.9	0	0	0	46	41.4	18.6	0	3.7	6.2	4.1	0	1.6	0	0.2
11	28	1972	11.1	0	0	117.7	21.8	0	3.6	2.1	0.3	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0
11	29	1972	0	2	0	73.1	47.7	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	13.2	0	0	0	0
11	30	1972	1.7	0.5	1.4	0.3	70.2	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	10.9	0	0
12	1	1972	5.6	0.2	37.4	4.6	17	0	0	5	0	0	5.1	0	12.7	0	0	0	0	0	0	0	0	0	0	0
12	2	1972	0.6	83.6	25.3	18.8	5.6	0	0	9.2	0	0	65.5	0	22.7	0	0.3	13.2	0	0	0.2	1.2	0	10.5	0	0
12	3	1972	0	0	3.4	11.5	16	0	0	49	0	0	1	0	1.6	0	0	0	0.7	0	0	0	0	4	0	0
12	4	1972	68.7	39.2	0	0	0	0	0.3	0	0	0.1	0	0	0	0	0	0.4	0	0	0	2	0	0	0	0
12	5	1972	3.5	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0
12	6	1972	0.4	1.5	0	0	0	0	0	0	0	0	0	0	30.5	0	0	0.5	0	0	0	5.1	0	0	6.2	1
12	7	1972	0.2	19	0	5.6	0	0	10	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
12	8	1972	13.2	0	1	35.2	9.8	0	2.4	2	0	0	2	0	40	0	0	0	13.2	8.2	0	0	0	12.2	0	0
12	9	1972	0.2	0	0	7	0	0	1.8	0	0	0	0	1.2	0	0	0	0	0	1.2	8.5	0	0	0	0	0.1
12	10	1972	26.3	24	19	0.3	0	1.7	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0
12	11	1972	4	8.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	12	1972	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	25.5	0	2.5	0	0.5
12	13	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	1.7	0	0	0	0.8	0	8
12	14	1972	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.7	9.3	0	3.8	0.5	0
12	15	1972	4.5	0	0	0	0	0	0	0	3.8	3.1	0	0	12	0	0	0.9	34.3	16.1	0	18.3	2.6	0	0	0
12	16	1972	68.4	2	0	0	0	0	6.1	0	0	0	0	0	0	0	1.6	0	0	1.7	30.9	0	0	0	0	0.4
12	17	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.8	0	1
12	18	1972	26.4	0	0	0	0	27.5	0	0	0	0	0	20.3	0	0	0	0	0	0	0	0	0	2.9	0	0
12	19	1972	15.1	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.7	0	0	1.3
12	20	1972	0	0	0	0	15.1	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0.7	0	9
12	21	1972	1.6	0	7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
