mes	dia	anio	salta	lomitas	iguazu	corrientes	posadas	rioja	ceres	paso	sauce	parana	caseros	mendoza	reynolds	rosario	guale	laboulaye	pehuajo	junin	ezeiza	starosa	neuquen	bblanca	esquel	gallegos
1	29	1996	0	0	30	0	6	0	0	30	0	0	6	3	0	0	0	0	0	0	0	0	0	0.4	0	2
1	30	1996	0	0	7	0	5	0	0.8	0	0	3.5	0	0	0	0	5	2	0	0	4.3	0.7	0	0	0	0.5
1	31	1996	0	0.9	0	44.4	53	0	0	13	0	0	14	1	0	13	0	16	3	6.2	0	0	0	0	0	0
2	1	1996	50	2.5	23	0	0	5	0	0	0	0	0	0	19	0	0	0.8	4	0	0	0.7	3	0	0	0
2	2	1996	0	10	0	0	0	0	0	0	2	3.5	0	0	2	0	0	0	21	5	38.8	5	0	0	0	1.6
2	3	1996	0	4	0	0	0	0.8	0.3	0	21	22.7	0	0	26	0	0	0.7	0.7	0	0	1.1	0	0	0	10.5
2	4	1996	0	0	0	27.1	77.8	0.5	5	45	0	0.6	0	0	0	0	0	1	0	0.1	0	0	0	0	0	5
2	5	1996	0.3	1	0	30.1	49	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.6
2	6	1996	0.8	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	1
2	7	1996	0	18	0	14.4	0	0	0	0	0	0	0	0	29	0	0	1	0	1.3	0	0	0	0	0	1
2	8	1996	0	0	0	10.2	21	0.1	0.8	12	55	21	3	0	0	7	0	0	0	5	0	0	0	0	0	1
2	9	1996	0	0	20	31.7	3	7	8	19	6	8.6	16	0	11	4	11	31	9	16.4	12.5	48	0	13	0.8	0
2	10	1996	9	6	0	17.2	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
2	11	1996	0.3	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	12	1996	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5
2	13	1996	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	14	1996	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	15	1996	0	0	0	0.3	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	16	1996	2	22	0.2	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4	0	0	2
2	17	1996	0	0	23	0	0	1	40	0	0	0	0	0	14	0	0	33	0	0	0	59	0	0	0	0
2	18	1996	0	0	0	0	0.2	0	8	0.9	0	0	0.6	0	0	0	0	0	0	0	0	0	0	14	0.2	1
2	19	1996	0	0	0	0	0	0	0	0	35	56	0	0	0	34	46	18	25	35	27	14.5	0	12	0	0
2	20	1996	17	0	0	1.9	0	0	0	11	22	14.4	22	0	0	0	0.6	0	0	0	0	0	0	0	4	3
2	21	1996	0	0	0	0	0	0	0	1	0	1.8	2	0	0	0	0	0	15	0	0	0.6	0	0	0	4
2	22	1996	0	0	41	0	0.4	0	0	0	0	0	0	0	2	0	0	0.6	14	23.8	26.3	0	0	13	8	13
2	23	1996	6	11	17	64.8	8	3	31	9	22	39	31	0	0.7	40	10	0	0	3	4.4	0	0	0	0	0
2	24	1996	0	0	0	9.3	45	0	0	20	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0.4
2	25	1996	0	0.2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	26	1996	0	9.5	13	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	27	1996	0	0	2	8	0	0.5	11	12	5	39.7	14	0	8	83	20	33	0	14.3	0	11.6	0	0	0	0
2	28	1996	38	15	5	37.5	12	5	0	13	0	0	4	3	0	0	0	0	0	0	7.4	0	0	0	0	0
3	1	1996	1	0	0	0	0	0	0.1	0	0	0	0	2	3	0	0	0	0	0	0	0.2	0	0	0	0
3	2	1996	17	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
3	3	1996	3	0	40	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0.8	0	3	0	0
3	4	1996	16	0	1	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	5	1996	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0
3	6	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	7	1996	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	8	1996	3	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	8	0	0	0	0	0	0	0
3	9	1996	3	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
3	10	1996	0	10	0	0	0	0	107.4	0	16	17.2	6	0	3	0	0	17	0	0.9	0	0	0	0	2	4.5
3	11	1996	0	0	0	102.4	0	0	0	12	0	0	2	0	12	0	0	89	30	0	0	33.3	0	0	8	2
3	12	1996	0	2.8	0	41.3	17	6	42	40	43	36	39	0	0	153	19	3	0	5	0	0	0	0	29	4
3	13	1996	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	13.1	0	0.4	4	1
3	14	1996	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	0	0.8	0
3	15	1996	3	0	0.2	9.3	12	0	0.3	0	0	0	0	0	15	0	0	0	4	3.4	4	2.4	0	0	12	1
3	16	1996	23	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	17	1996	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	18	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
3	19	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	20	1996	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	19.7	16	0	0	9
3	21	1996	0	0	0	0	0	0	38	0	4	30.8	0	0.4	6	9	0	31	6	5.2	0	11.5	0	0.4	0	0
3	22	1996	8	0	8	3.2	6	0	0.6	20	32	19.9	17	0	0.4	31	43	0.2	0	2.6	8.4	0	0	0	0	0
3	23	1996	4	0	2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	24	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	25	1996	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
3	26	1996	0	51	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	27	1996	1	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.5
3	28	1996	0.8	0	0	6.7	2	0	0	79	3	2.5	49	0	0	0	0	0	0	0	0	0	0	0	0	5
3	29	1996	0	0.3	2	34.1	32	0	0	43	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0.5
3	30	1996	0	28	40	1.1	5	0	0	0	0	0	0	0	0	0	0	0	25	11	15.5	0	0	0	3	2
3	31	1996	4	132	12	0.5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0	34	1
4	1	1996	0	0	22	0	6	0	0	10	47	30	0.3	0	36	22	22	8	31	26.5	7.8	7.2	0	10	0	4
4	2	1996	0	0	0	5	0.3	0.3	0.2	118	2	3	51	0.1	11	0.1	2	42	12	0.6	0	1.6	0	0	0	0
4	3	1996	21.1	2.5	0	28.5	3	4	0.8	40	0	0	0.2	0.8	22	3	0	6	1.5	0	6.5	4.5	0	0	0	0
4	4	1996	0.7	0.9	0	3.2	5	0	16	32	0.3	0.3	7	12	20.5	3	0.9	1	0	0.2	0	2.8	6	0	0	0
4	5	1996	0	0	0	0	0	0	0	6	2	3.6	13	0	0.5	0.2	12.5	8	10	10.6	0.5	13	12	23	0	6
4	6	1996	0	42	0	0	0.1	0	0	2	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0
4	7	1996	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10.5
4	8	1996	0	0	0	0	0	0	1	0	1	0.9	0	0	0	0	4	0	0	0	0.2	0	0	0	1	1
4	9	1996	0.1	8	0	100.4	26	0.2	0	36	0	0	44	0	0	0	0.5	0	0	0	0	0	0	0	0	0
4	10	1996	0	0	20	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	11	1996	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	15	4
4	12	1996	0	0	0	0	1	24	0.8	0	3	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	13	1996	1	0	0	0	0	4	0	0	0	0	0	0	12.5	0	0	36	62	32.7	12	2	0	0	0	4
4	14	1996	0	0	0	0	0	0	0.3	0	45.5	58.2	0	0	2.5	78	62	7	29	41.2	34.9	5.4	0	0.5	0	2
4	15	1996	6	16	15	3	10	0	0.4	23	1	4.2	36	0	0	0.7	2	1	0.5	7	9.3	0	0	15	0	0
4	16	1996	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0.7	1	0
4	17	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	18	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	19	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	20	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	6
4	21	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	22	1996	0	0	0	31.9	0.2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0.5
4	23	1996	0	0	0	96.9	7	0	9	10	0.5	0	29	0	5	9	26	39	2	38.1	9.8	0	0	0	0	2
4	24	1996	0	4	0	89	18	0	1	51	0.8	4.7	86	2	5	24	9	19	0	14.4	11.2	0	0	0	0	0
4	25	1996	4	0.5	2	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	26	1996	0.3	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	27	1996	0	2	0	0.1	0	0	0	0	5	8.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	28	1996	0	0.4	5	1.2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5
4	29	1996	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0.5
4	30	1996	0	32	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
5	1	1996	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0
5	2	1996	0.2	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	24	0	0
5	3	1996	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5
5	4	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
5	5	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	6	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1
5	7	1996	0	0	0	0	0	10	0.3	0	0	0	0	0	0	0	0	0	0	0	4.7	0	0	0	0	0.5
5	8	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.3
5	9	1996	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	10	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	11	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
5	12	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	15	5	2	0	0	0	0	0	0	0	0.5
5	13	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	14	1996	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7
5	15	1996	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	1	1	3
5	16	1996	0	0	0	2.6	0	0	0	0	18	12	2	0	10	27	14	28	33	23.5	19	18.4	0	30	0	0
5	17	1996	0	2	0	8.2	7	0	0	16	0	0	17	0	0	0	0.2	0	0	0	0	0	0.3	0	0	0
5	18	1996	0	0	8	0.2	0	0	2	0	7	4	0	0.8	0	9	0.4	0	0	5	3	0	0.4	0.7	0	0
5	19	1996	0	2.5	0	0	0	0	0.2	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0
5	20	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	21	1996	0	1	0	1.6	0	0	0	0	7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5
5	22	1996	0	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
5	23	1996	0.5	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0
5	24	1996	0	0	0	0.3	22	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0.7	1	0.4	0	0
5	25	1996	0	0	26	0.1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0
5	26	1996	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0
5	27	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0.8
5	28	1996	0	7	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	8	0
5	29	1996	0	10	0	0.1	0	0	7	0	5	4	0	3	1	1	2.5	4	0.5	6.5	2	0	0	0	0	0
5	30	1996	4	16	0	5.5	55	0	8	0	2	3	0	0	0	4	5.5	0	0	0.6	5	0	0	0	0	0
5	31	1996	0.2	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	3	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
6	4	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
6	5	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
6	6	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	7	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	8	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	9	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	10	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0
6	11	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5
6	12	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
6	13	1996	0	0	0	0	0	0	0	0	0	0.2	0	0	0.5	2	0	1	23	0	0	3.1	3	3	0	0
6	14	1996	0	0	0	0	0	0	0.1	2	10	-99.9	0	0.5	4	6	10	1	11	0	9.3	2.7	7	1	0	0
6	15	1996	0	0	0	0.1	4	0	0.4	0	9	-99.9	0	1	5	4	3	0.3	0	0	1.9	0.8	4.5	0.4	0	3
6	16	1996	0	0.9	2	0.7	0.5	1	0	4	2	11	3.5	0	0	0.2	3	0.3	0	1	0.3	0	1	2	0	0.3
6	17	1996	0	2	46	2.9	0.5	1	0	0.9	0	0.3	0.1	0	0	0.2	1	0.8	0	0	1.1	0	0	0	0	0
6	18	1996	0.2	0.3	50	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	19	1996	0	1	28	2.8	0.8	2	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
6	20	1996	0	1	1	3.9	3	0	0	7	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	1.5
6	21	1996	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	22	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	23	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	24	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	25	1996	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
6	26	1996	0.2	0	0	0	24	12	0	0	0	0	0	2	0.2	0	2	0.2	0	0	0	4.1	0.5	0	0	0
6	27	1996	0.7	0	49	0.2	0.3	4	0	2	0	0	2	0	0.2	0	0	0	0	0	0	0	0	0	0	0
6	28	1996	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	29	1996	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	30	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
7	1	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	3	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	4	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
7	5	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
7	6	1996	0	0	0	0.2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	7	1996	0	0	21	7.1	30	0	0.3	3	0	0	0	4	0	0	2	0	2	3.5	2	11.3	1.1	3	0	0
7	8	1996	0	0	20	0.3	34	0	0	1	0	0	1	1	0	0	20	0	9	6.3	11.1	4	0	16	0	0
7	9	1996	0	0	24	0	0	0	0	0	0	0	0	0	0	0.1	0	0.6	0.4	2.4	1.7	0	0	0.5	0	1
7	10	1996	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
7	11	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	12	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	13	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0
7	14	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	15	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	16	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	17	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	18	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	19	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	20	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	21	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	22	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	23	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	24	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	25	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
7	26	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	27	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	28	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
7	29	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
7	30	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0
7	31	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	1	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	3	0	0	0
8	2	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	0.3	25	2	0
8	3	1996	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2	0	0	11	0
8	4	1996	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	3	5	19	1.6	35	24.3	8	7	0
8	5	1996	0	0	0	0.5	0	0	0	0	2	1.9	0	0	0	5	11	0	0.3	2.5	17.1	0.8	3	9	1	0
8	6	1996	0	0	0	0.2	12	0	0	16	0	0	0	0	0	0	0	0.1	0	0	0.1	0	0	0	0	0
8	7	1996	0	0	7	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	8	1996	0	0	0	0.5	0.6	0	0	4	0	0	5	0	0	0.1	0.5	0	0.2	1.5	5	0	0	0	2	0
8	9	1996	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
8	10	1996	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
8	11	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	12	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.5
8	13	1996	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	3
8	14	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
8	15	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
8	16	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
8	17	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	18	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	19	1996	0	0	0	0	0	0	0.1	0	1	5	0	0	0	0	4	0	0	5.3	3.9	0	2	8	0	0
8	20	1996	0	0	0	21.5	0	0	0	2	0	0	10	0	0	0	0.6	0	0	0	0	0	0	0	4	0
8	21	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	29	0	0	0	3	0
8	22	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
8	23	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.4	0	0
8	24	1996	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0.5	0.4	0	0.7	11.5	0	0	0	0	0
8	25	1996	0	0	0	4.8	7	0	0	1	0	0	0.3	0	0	0	0.4	0	0	0	0	0	0	0	0	0
8	26	1996	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	27	1996	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	28	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	29	1996	0	0	0	0.6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	30	1996	0	3	0	5.3	43	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	31	1996	0	0	25	0.8	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1	1996	0	0	8	0	0	0	0	0	0	1.9	0	0	0	4	4	0	0	0.9	0	0	0	0	0	0
9	2	1996	0	0	0	0.7	0.5	0	2.5	7	7	12.1	13	0	0.3	0	0	0	0	0	0	0	0	0	0	1
9	3	1996	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	1	0	0	0
9	4	1996	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
9	5	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	6	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5
9	7	1996	0	0	0	26.3	8	0	0	36	0.5	0	12	0	0	0	4	0	0.5	0	8.5	0	0	0	0	0
9	8	1996	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
9	9	1996	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	10	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	11	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	12	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
9	13	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
9	14	1996	0	0	0	0	0	0	0	0	1	0.3	0	0	0	5	17	0.4	5	8	21.2	0.8	0	19	0	0
9	15	1996	0	0	0	0.3	0	0	0.2	7	0	0	0.2	0	0	2	19	0	0	2	15.1	0	0	0	0	0
9	16	1996	0	0	0	0.3	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	17	1996	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	18	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	7.5	15	0	8	0.7	0
9	19	1996	0	0	0	0	0	0	0	0	0	5	0	0	0	5	8	0	0	3.3	25	0	0	0	0	0.5
9	20	1996	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	30	13.7	0	0	0.5	0	0
9	21	1996	25.2	10	0	41.6	18	30	4.2	28	22	15	12	0	0	4	34	0.2	0	0	0.8	0	0	0	0	0
9	22	1996	0.5	0	0	0	6	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
